contract-number,award-date,expiry-date,gsin,gsin-description_en,supplier-legal-name,supplier-address-city,supplier-address-prov-state,supplier-address-postal-code,supplier-address-country,organization-employee-count_en,total-contract-value,end-user-entity_en,contracting-entity-office-name_en,contracting-address-city,contracting-address-prov-state,contracting-address-postal-code,contracting-address-country
01587-199035-001-STN,2019-07-23T00:00:00Z,2020-03-10T00:00:00Z,N6636AD,"ENVIRONMENTAL CONTROL CHAMBERS, PLANT GROWTH",BIO CHAMBERS INCORPORATED,Winnipeg,Manitoba,R2W3A8,Canada,20 to 49 employees,135440,Agriculture and Agri-Food Canada,RESEARCH & DEVELOPMENT CENTRE,LACOMBE,Alberta,T4L1W1,Canada
01587-202015-001-CAL,2019-11-19T00:00:00Z,2021-03-31T00:00:00Z,N3720,Harvesting Equipment,wintersteiger,Salt Lake City,Utah,84116,United States,20 to 49 employees,156000,Agriculture and Agri-Food Canada,RESEARCH & DEVELOPMENT CENTRE,LACOMBE,Alberta,T4L1W1,Canada
01633-190808-001-EDM,2020-01-30T00:00:00Z,2021-03-31T00:00:00Z,N6630AF,"ANALYZERS, GAS (INCLUDES NOX, CO, CO2, SO2, O2) EXCLUDES HAZARD TYPE","LI-COR, Inc.",Lincoln,Nebraska,68504,United States,100 to 199 employees,126604,Agriculture and Agri-Food Canada,BRANDON R&D CENTRE,BRANDON,Manitoba,R7A5Y3,Canada
01633-190809-001-STN,2019-12-20T00:00:00Z,2020-03-31T00:00:00Z,N3720C,"Combine, Harvester",HALDRUP USA CORP.,Ossian,Indiana,46777,United States,1 to 4 employees,455774,Agriculture and Agri-Food Canada,BRANDON R&D CENTRE,BRANDON,Manitoba,R7A5Y3,Canada
01633-200501-001-STN,2019-08-29T00:00:00Z,2019-09-27T00:00:00Z,N7125,"Cabinets, Lockers, Bins and Shelving",Flaman Sales Ltd,Moosomin,Saskatchewan,S0G3N0,Canada,200 to 499 employees,43991,Agriculture and Agri-Food Canada,BRANDON R&D CENTRE,BRANDON,Manitoba,R7A5Y3,Canada
01633-200598-001-EDM,2020-01-28T00:00:00Z,2030-01-28T00:00:00Z,N7125,"Cabinets, Lockers, Bins and Shelving",Felix Technology Inc.,Concord,Ontario,L4K3S4,Canada,5 to 9 employees,59847,Agriculture and Agri-Food Canada,BRANDON R&D CENTRE,BRANDON,Manitoba,R7A5Y3,Canada
01633-200620-001-WPG,2020-01-16T00:00:00Z,2021-03-31T00:00:00Z,N3710,Soil Preparation Equipment,R-Tech Industries Ltd.,Homewood,Manitoba,R0G0Y0,Canada,1 to 4 employees,56595,Agriculture and Agri-Food Canada,BRANDON R&D CENTRE,BRANDON,Manitoba,R7A5Y3,Canada
01633-200653-001-CAL,2020-02-19T00:00:00Z,2021-03-31T00:00:00Z,N3710,Soil Preparation Equipment,ROCKY MOUNTAIN EQUIPMENT CANADA LTD,Calgary,Alberta,T2G3A4,Canada,500 to 999 employees,126300,Agriculture and Agri-Food Canada,BRANDON R&D CENTRE,BRANDON,Manitoba,R7A5Y3,Canada
01633-200696-001-CAL,2020-02-20T00:00:00Z,2022-03-31T00:00:00Z,N6640,Laboratory Equipment and Supplies,Controlled Environments Limited,Winnipeg,Manitoba,R3H0R9,Canada,100 to 199 employees,27757,Agriculture and Agri-Food Canada,BRANDON R&D CENTRE,BRANDON,Manitoba,R7A5Y3,Canada
01634-177707-001-WPG,2019-04-15T00:00:00Z,2020-03-31T00:00:00Z,N3720,Harvesting Equipment,wintersteiger,Salt Lake City,Utah,84116,United States,20 to 49 employees,4520000,Agriculture and Agri-Food Canada,RESEARCH & DEVELOPMENT CENTRE,MORDEN,Manitoba,R6M1Y5,Canada
01634-190686-001-WPG,2019-04-01T00:00:00Z,2019-04-01T00:00:00Z,N6630BC,"CHROMATOGRAPH, GAS, MASS SPECTROMETER",THERMO FISHER SCIENTIFIC (MISSISSAUGA) INC.,Mississauga,Ontario,L5N8G6,Canada,20 to 49 employees,1149708,Agriculture and Agri-Food Canada,RESEARCH & DEVELOPMENT CENTRE,MORDEN,Manitoba,R6M1Y5,Canada
01634-200540-001-STN,2020-02-06T00:00:00Z,2020-02-20T00:00:00Z,N6640,Laboratory Equipment and Supplies,Bio-Rad Laboratories (Canada) Ltd.,Mississauga,Ontario,L5T1C9,Canada,20 to 49 employees,293163,Agriculture and Agri-Food Canada,RESEARCH & DEVELOPMENT CENTRE,MORDEN,Manitoba,R6M1Y5,Canada
01634-200541-001-CAL,2020-01-16T00:00:00Z,2021-03-31T00:00:00Z,N3750,Gardening Implements and Tools,Hydro Ag Manitoba Inc.,Steinbach,Manitoba,R5G1V1,Canada,10 to 19 employees,28613,Agriculture and Agri-Food Canada,RESEARCH & DEVELOPMENT CENTRE,MORDEN,Manitoba,R6M1Y5,Canada
01634-200614-001-WPG,2020-03-22T00:00:00Z,2021-03-31T00:00:00Z,N6640,Laboratory Equipment and Supplies,ILLUMINA CANADA ULC,Vancouver,British Columbia,V7Y1G5,United States,50 to 99 employees,33774,Agriculture and Agri-Food Canada,RESEARCH & DEVELOPMENT CENTRE,MORDEN,Manitoba,R6M1Y5,Canada
01634-200649-001-EDM,2020-01-29T00:00:00Z,2021-01-30T00:00:00Z,N6640,Laboratory Equipment and Supplies,THERMO FISHER SCIENTIFIC (MISSISSAUGA) INC.,Mississauga,Ontario,L5N8G6,Canada,20 to 49 employees,49497,Agriculture and Agri-Food Canada,RESEARCH & DEVELOPMENT CENTRE,MORDEN,Manitoba,R6M1Y5,Canada
01634-200686-001-EDM,2020-02-17T00:00:00Z,2021-02-18T00:00:00Z,N6640,Laboratory Equipment and Supplies,Geneq inc.,Montreal,Quebec,H1J1S5,Canada,20 to 49 employees,55440,Agriculture and Agri-Food Canada,RESEARCH & DEVELOPMENT CENTRE,MORDEN,Manitoba,R6M1Y5,Canada
01689-200104-001-KIN,2019-08-29T00:00:00Z,2020-06-30T00:00:00Z,AA910300,Agriculture (R&D),CAB International,Wallingford,,OX108DE,United Kingdom,200 to 499 employees,100000,Agriculture and Agri-Food Canada,LONDON R&D CENTRE,LONDON,Ontario,N5V4T3,Canada
01689-200375-001-KIN,2019-11-05T00:00:00Z,2025-06-30T00:00:00Z,N6630PC,"SPECTROMETER, MASS (EXCEPT LEAK DETECTOR TYPE)",THERMO FISHER SCIENTIFIC (MISSISSAUGA) INC.,Mississauga,Ontario,L5N8G6,Canada,20 to 49 employees,564999,Agriculture and Agri-Food Canada,LONDON R&D CENTRE,LONDON,Ontario,N5V4T3,Canada
01689-200382-001-KIN,2019-11-14T00:00:00Z,2020-03-31T00:00:00Z,N6530SBA,"STERILIZER-AUTOCLAVE, PORTABLE",MRH BIOTECHNICAL SERVICES LTD.,WINDSOR,Ontario,N8T2C7,Canada,1 to 4 employees,82967,Agriculture and Agri-Food Canada,LONDON R&D CENTRE,LONDON,Ontario,N5V4T3,Canada
01690-200224-001-KIN,2019-10-31T00:00:00Z,2020-06-30T00:00:00Z,N6630BD,"CHROMATOGRAPH, LIQUID (HPLC)",Agilent Technologies Canada Inc.,Mississauga,Ontario,L5N5M4,Canada,200 to 499 employees,367470,Agriculture and Agri-Food Canada,VINELAND RESEARCH FARM,VINELAND STATION,Ontario,L0R2E0,Canada
01755-200133-001-MTA,2019-12-11T00:00:00Z,2020-01-25T00:00:00Z,N6640,Laboratory Equipment and Supplies,"Perkinelmer Health Sciences Canada, Inc.",Woodbridge,Ontario,L4L8H1,Canada,50 to 99 employees,43794,Agriculture and Agri-Food Canada,RESEARCH & DEVELOPMENT CENTRE,SHERBROOKE,Quebec,J1M0C8,Canada
01755-200414-001-MTA,2019-10-30T00:00:00Z,2020-03-31T00:00:00Z,N6640,Laboratory Equipment and Supplies,Vanko Analytics Limited,Edmonton,Alberta,T6B2W2,Canada,20 to 49 employees,61328,Agriculture and Agri-Food Canada,RESEARCH & DEVELOPMENT CENTRE,SHERBROOKE,Quebec,J1M0C8,Canada
01756-200667-001-MTA,2020-02-25T00:00:00Z,2020-06-30T00:00:00Z,N1550,Unmanned Aircraft,CARTOCANADA INC.,"CALGARY,",Alberta,T2J6A5,Canada,10 to 19 employees,54561,Agriculture and Agri-Food Canada,HORTICULTURE CENTER R&D,ST JEAN S'RICHELIEU,Quebec,J3B3E6,Canada
01756-200721-001-MTA,2020-02-12T00:00:00Z,2020-06-16T00:00:00Z,N6640B,"CENTRIFUGE, LABORATORY",Beckman Coulter Canada LP,Mississauga,Ontario,L5N6V8,Canada,100 to 199 employees,71561,Agriculture and Agri-Food Canada,HORTICULTURE CENTER R&D,ST JEAN S'RICHELIEU,Quebec,J3B3E6,Canada
01799-170160-001-MCT,2019-05-27T00:00:00Z,2020-06-30T00:00:00Z,N6550FRJ,"TEST KITS, DIAGNOSTIC REAGENTS","Nanostring Technologies, Inc.",Seattle,Washington,98109,United States,100 to 199 employees,345000,Agriculture and Agri-Food Canada,FREDERICTON RESEARCH & DEVELOP,FREDERICTON,New Brunswick,E3B4Z7,Canada
01799-200149-001-MCT,2019-09-11T00:00:00Z,2020-03-31T00:00:00Z,N3750,Gardening Implements and Tools,EQUIPEMENT DE CONTROLE CAPITAL INC,St-Ambroise,Quebec,G7P3A8,Canada,50 to 99 employees,549385,Agriculture and Agri-Food Canada,FREDERICTON RESEARCH & DEVELOP,FREDERICTON,New Brunswick,E3B4Z7,Canada
01799-200294-001-MCT,2019-11-21T00:00:00Z,2020-03-31T00:00:00Z,N6630AF,"ANALYZERS, GAS (INCLUDES NOX, CO, CO2, SO2, O2) EXCLUDES HAZARD TYPE","ELEMENTAR AMERICAS, INC.",Ronkonkoma,New York,11779,United States,20 to 49 employees,131701,Agriculture and Agri-Food Canada,FREDERICTON RESEARCH & DEVELOP,FREDERICTON,New Brunswick,E3B4Z7,Canada
01799-200397-001-MCT,2019-10-30T00:00:00Z,2020-03-31T00:00:00Z,N3710,Soil Preparation Equipment,wintersteiger,Salt Lake City,Utah,84116,United States,20 to 49 employees,72308,Agriculture and Agri-Food Canada,FREDERICTON RESEARCH & DEVELOP,FREDERICTON,New Brunswick,E3B4Z7,Canada
01799-200821-001-MCT,2020-01-09T00:00:00Z,2020-03-31T00:00:00Z,N7030AJD,"Computer Software, Laboratory and Scientific",Waters Limited,Mississauga,Ontario,L4Z1S6,Canada,20 to 49 employees,29153,Agriculture and Agri-Food Canada,FREDERICTON RESEARCH & DEVELOP,FREDERICTON,New Brunswick,E3B4Z7,Canada
01800-200086-001-XAQ,2019-09-10T00:00:00Z,2019-11-12T00:00:00Z,N6625WU,DATA LOGGERS,Geneq inc.,Montreal,Quebec,H1J1S5,Canada,20 to 49 employees,25071,Agriculture and Agri-Food Canada,ATLANTIC COOL CLIMATE CROP,ST JOHNS,Newfoundland and Labrador,A1E6J5,Canada
01800-200336-001-XAQ,2019-10-24T00:00:00Z,2019-12-02T00:00:00Z,N5410BP,"Buildings, Prefabricated, Greenhouse",Les Industries Harnois inc.,St-Thomas (Joliette),Quebec,J0K3L0,Canada,100 to 199 employees,44672,Agriculture and Agri-Food Canada,ATLANTIC COOL CLIMATE CROP,ST JOHNS,Newfoundland and Labrador,A1E6J5,Canada
01800-200665-001-XAQ,2020-01-10T00:00:00Z,2020-03-31T00:00:00Z,N2320GP,"Vehicles, All Terrain, ATV, Wheeled (Except Military Configuration)",Podolinsky Equipment Ltd.,Petrolia,Ontario,N0N1R0,Canada,20 to 49 employees,43012,Agriculture and Agri-Food Canada,ATLANTIC COOL CLIMATE CROP,ST JOHNS,Newfoundland and Labrador,A1E6J5,Canada
01804-200386-001-HAL,2020-01-13T00:00:00Z,2020-03-31T00:00:00Z,N6630PC,"SPECTROMETER, MASS (EXCEPT LEAK DETECTOR TYPE)",Waters Limited,Mississauga,Ontario,L4Z1S6,Canada,20 to 49 employees,558900,Agriculture and Agri-Food Canada,RESEARCH BR.,KENTVILLE,Nova Scotia,B4N1J5,Canada
01804-200387-001-HAL,2019-12-20T00:00:00Z,2020-04-20T00:00:00Z,N6630P,SPECTROMETER,THERMO FISHER SCIENTIFIC (MISSISSAUGA) INC.,Mississauga,Ontario,L5N8G6,Canada,20 to 49 employees,37789,Agriculture and Agri-Food Canada,RESEARCH BR.,KENTVILLE,Nova Scotia,B4N1J5,Canada
01804-200390-001-HAL,2019-09-11T00:00:00Z,2020-03-31T00:00:00Z,N6630AF,"ANALYZERS, GAS (INCLUDES NOX, CO, CO2, SO2, O2) EXCLUDES HAZARD TYPE",9416595 Canada Inc.,Dorval,Quebec,H9P1K2,Canada,10 to 19 employees,52647,Agriculture and Agri-Food Canada,RESEARCH BR.,KENTVILLE,Nova Scotia,B4N1J5,Canada
01896-200441-001-WPG,2019-12-23T00:00:00Z,2021-03-31T00:00:00Z,N6640,Laboratory Equipment and Supplies,"C.W. Brabender Instruments, Inc.",South Hackensack,New Jersey,07606,United States,1 to 4 employees,132947,Agriculture and Agri-Food Canada,WINNIPEG INTEGRATED SERVICES,WINNIPEG,Manitoba,R3C3G7,Canada
01896-200615-001-CAL,2019-12-19T00:00:00Z,2020-04-21T00:00:00Z,N6640,Laboratory Equipment and Supplies,BRUKER LTD.,Milton,Ontario,L9T6P4,Canada,20 to 49 employees,164999,Agriculture and Agri-Food Canada,WINNIPEG INTEGRATED SERVICES,WINNIPEG,Manitoba,R3C3G7,Canada
01913-140595-001-PWC,2019-05-06T00:00:00Z,2019-11-30T00:00:00Z,5169C,Elevator Installation,ThyssenKrupp Elevator,Moncton,New Brunswick,E1C7H1,Canada,2500 to 4999 employees,32350,Agriculture and Agri-Food Canada,CROPS&LIVESTOCK RSCH CENTER,CHARLOTTETOWN,Prince Edward Island,C1A4N6,Canada
01913-200145-001-MCT,2019-09-13T00:00:00Z,2019-11-25T00:00:00Z,N6630,Chemical Analysis Instruments,"Sea-Bird Electronics, Inc.",Bellevue,Washington,98005,United States,100 to 199 employees,56989,Agriculture and Agri-Food Canada,CROPS&LIVESTOCK RSCH CENTER,CHARLOTTETOWN,Prince Edward Island,C1A4N6,Canada
01948-140569-001-SS,2019-06-25T00:00:00Z,2020-03-31T00:00:00Z,B002A,Animal and Fisheries Studies,Bureau Veritas Canada (2019) Inc.,Burnaby,British Columbia,V5A4N5,Canada,1500 to 2499 employees,15762529,Agriculture and Agri-Food Canada,CANADIAN PARI-MUTUEL AGENCY,OTTAWA,Ontario,K1A0C6,Canada
01948-160252-001-ZH,2020-03-03T00:00:00Z,2020-03-31T00:00:00Z,G009F,Medical-Dental Laboratory Services,RACING FORENSICS INC.,Toronto,Ontario,M1V1E7,Canada,200 to 499 employees,7775571,Agriculture and Agri-Food Canada,CANADIAN PARI-MUTUEL AGENCY,OTTAWA,Ontario,K1A0C6,Canada
01948-190970-001-ZH,2020-02-14T00:00:00Z,2023-03-31T00:00:00Z,H300C,Commercial Testing Laboratory Services,Bureau Veritas Canada (2019) Inc.,Burnaby,British Columbia,V5A4N5,Canada,1500 to 2499 employees,8019680,Agriculture and Agri-Food Canada,CANADIAN PARI-MUTUEL AGENCY,OTTAWA,Ontario,K1A0C6,Canada
01948-191147-001-PV,2019-05-27T00:00:00Z,2020-05-31T00:00:00Z,N6640,Laboratory Equipment and Supplies,THERMO FISHER SCIENTIFIC (MISSISSAUGA) INC.,Mississauga,Ontario,L5N8G6,Canada,20 to 49 employees,48007,Agriculture and Agri-Food Canada,CANADIAN PARI-MUTUEL AGENCY,OTTAWA,Ontario,K1A0C6,Canada
01965-181288-001-FG,2019-04-01T00:00:00Z,2019-02-25T00:00:00Z,5124B,Construction of Commercial Buildings,4089171 Canada Inc.,Ottawa,Ontario,K2P2N2,Canada,20 to 49 employees,396654,Agriculture and Agri-Food Canada,CEF INTEGRATED SERVICES,OTTAWA,Ontario,K1A0C6,Canada
01965-181461-001-FG,2019-06-13T00:00:00Z,2019-04-05T00:00:00Z,5129B,Construction of Other Buildings,J.P. Gravel Construction Inc.,Ottawa,Ontario,K1J9G2,Canada,1 to 4 employees,469299,Agriculture and Agri-Food Canada,CEF INTEGRATED SERVICES,OTTAWA,Ontario,K1A0C6,Canada
01965-190461-001-FE,2019-06-18T00:00:00Z,2020-03-31T00:00:00Z,C119A,Architectual Services - Buildings,Architecture49,Ottawa,Ontario,K1S1V7,Canada,200 to 499 employees,167179,Agriculture and Agri-Food Canada,CEF INTEGRATED SERVICES,OTTAWA,Ontario,K1A0C6,Canada
01965-200107-001-FG,2019-11-19T00:00:00Z,2021-04-15T00:00:00Z,5153AB,"Roofing, Asphalt and Shingle Services",7187823 CANADA INC.,Nepean,Ontario,K2E8B9,Canada,10 to 19 employees,748076,Agriculture and Agri-Food Canada,CEF INTEGRATED SERVICES,OTTAWA,Ontario,K1A0C6,Canada
01965-200160-001-FE,2019-09-25T00:00:00Z,2021-08-31T00:00:00Z,5169D,Other Installation Work,Schoeler & Heaton Architects Inc,Ottawa,Ontario,K2P2H3,Canada,10 to 19 employees,190168,Agriculture and Agri-Food Canada,CEF INTEGRATED SERVICES,OTTAWA,Ontario,K1A0C6,Canada
01965-200502-001-FE,2020-03-17T00:00:00Z,2020-08-31T00:00:00Z,C119A,Architectual Services - Buildings,Schoeler & Heaton Architects Inc,Ottawa,Ontario,K2P2H3,Canada,10 to 19 employees,45275,Agriculture and Agri-Food Canada,CEF INTEGRATED SERVICES,OTTAWA,Ontario,K1A0C6,Canada
01B30-180133-001-MTA,2019-08-08T00:00:00Z,2019-04-30T00:00:00Z,N6640,Laboratory Equipment and Supplies,ÉQUIPEMENT BENOIT RIVARD INC.,Quebec,Quebec,G2E5V9,Canada,50 to 99 employees,1743483,Agriculture and Agri-Food Canada,N/A,ST HYACINTHE,Quebec,J2S8E3,Canada
01B30-180134-001-MTA,2019-12-16T00:00:00Z,2020-04-30T00:00:00Z,N6640,Laboratory Equipment and Supplies,Udhe High Pressure Technologies GmbH,Hagen,,58093,United States,20 to 49 employees,905380,Agriculture and Agri-Food Canada,N/A,ST HYACINTHE,Quebec,J2S8E3,Canada
01B30-180193-001-MTA,2019-04-29T00:00:00Z,2019-03-31T00:00:00Z,N6640,Laboratory Equipment and Supplies,Qualtech Solutions inc.,Quebec,Quebec,G1N4K3,Canada,200 to 499 employees,947940,Agriculture and Agri-Food Canada,N/A,ST HYACINTHE,Quebec,J2S8E3,Canada
01B30-180258-001-MTA,2019-04-29T00:00:00Z,2019-03-31T00:00:00Z,N6640,Laboratory Equipment and Supplies,ÉQUIPEMENT BENOIT RIVARD INC.,Quebec,Quebec,G2E5V9,Canada,50 to 99 employees,1523958,Agriculture and Agri-Food Canada,N/A,ST HYACINTHE,Quebec,J2S8E3,Canada
01B30-180394-001-MTA,2020-03-31T00:00:00Z,2019-04-30T00:00:00Z,N6640,Laboratory Equipment and Supplies,Laval Lab Inc.,Laval,Quebec,H7T2R2,Canada,5 to 9 employees,4082220,Agriculture and Agri-Food Canada,N/A,ST HYACINTHE,Quebec,J2S8E3,Canada
01B30-190130-001-MTA,2019-09-30T00:00:00Z,2019-10-30T00:00:00Z,N6640,Laboratory Equipment and Supplies,ÉQUIPEMENT BENOIT RIVARD INC.,Quebec,Quebec,G2E5V9,Canada,50 to 99 employees,255372,Agriculture and Agri-Food Canada,N/A,ST HYACINTHE,Quebec,J2S8E3,Canada
01B30-190284-001-MTA,2019-08-29T00:00:00Z,2021-03-31T00:00:00Z,N6640,Laboratory Equipment and Supplies,Felix Technology Inc.,Concord,Ontario,L4K3S4,Canada,5 to 9 employees,136395,Agriculture and Agri-Food Canada,N/A,ST HYACINTHE,Quebec,J2S8E3,Canada
01B30-200260-001-MTA,2019-12-11T00:00:00Z,2020-02-05T00:00:00Z,N6640,Laboratory Equipment and Supplies,"FOSS North America, Inc",Eden Prairie,Minnesota,55344,United States,50 to 99 employees,50175,Agriculture and Agri-Food Canada,N/A,ST HYACINTHE,Quebec,J2S8E3,Canada
01B30-200420-001-MTA,2020-01-13T00:00:00Z,2025-01-26T00:00:00Z,N6830,"Gases, Compressed and Liquified",Messer Canada Inc.,Montréal,Quebec,H1R1B4,Canada,1 to 4 employees,131819,Agriculture and Agri-Food Canada,N/A,ST HYACINTHE,Quebec,J2S8E3,Canada
01B30-200655-001-MTA,2020-03-02T00:00:00Z,2020-06-30T00:00:00Z,N6640,Laboratory Equipment and Supplies,Agilent Technologies Canada Inc.,Mississauga,Ontario,L5N5M4,Canada,200 to 499 employees,52477,Agriculture and Agri-Food Canada,N/A,ST HYACINTHE,Quebec,J2S8E3,Canada
01B68-150493-001-ZQ,2019-06-04T00:00:00Z,2020-03-31T00:00:00Z,R010C,Recipient and Contribution Agreement Audit (Supply Arrangement PASS),Samson & Associés CPA-Consultation Inc.,Gatineau,Quebec,J8X2A3,Canada,10 to 19 employees,1589297,Agriculture and Agri-Food Canada,CSB ASSET MGNT&CAPTL PLANNING,OTTAWA,Ontario,K1A0C5,Canada
01B68-150493-002-ZQ,2019-10-29T00:00:00Z,2020-03-31T00:00:00Z,R010C,Recipient and Contribution Agreement Audit (Supply Arrangement PASS),Welch LLP,Ottawa,Ontario,K1P5H2,Canada,100 to 199 employees,1236119,Agriculture and Agri-Food Canada,CSB ASSET MGNT&CAPTL PLANNING,OTTAWA,Ontario,K1A0C5,Canada
01B68-150493-003-ZQ,2019-10-29T00:00:00Z,2020-03-31T00:00:00Z,R010C,Recipient and Contribution Agreement Audit (Supply Arrangement PASS),PricewaterhouseCoopers LLP,Ottawa,Ontario,K1P1E4,Canada,100 to 199 employees,706355,Agriculture and Agri-Food Canada,CSB ASSET MGNT&CAPTL PLANNING,OTTAWA,Ontario,K1A0C5,Canada
01B68-161266-001-EL,2019-07-30T00:00:00Z,2020-09-11T00:00:00Z,D302A,Informatics Professional Services,SIERRA SYSTEMS GROUP INC.,Ottawa,Ontario,K1P5H9,Canada,500 to 999 employees,508500,Agriculture and Agri-Food Canada,CSB ASSET MGNT&CAPTL PLANNING,OTTAWA,Ontario,K1A0C5,Canada
01B68-170707-001-EL,2019-11-04T00:00:00Z,2020-04-12T00:00:00Z,D302A,Informatics Professional Services,IBM CANADA LIMITED-IBM CANADA LIMITÉE,Ottawa,Ontario,K1G4K9,Canada,5000 employees and over,5169449,Agriculture and Agri-Food Canada,CSB ASSET MGNT&CAPTL PLANNING,OTTAWA,Ontario,K1A0C5,Canada
01B68-171058-001-EL,2019-10-10T00:00:00Z,2020-10-30T00:00:00Z,D302A,Informatics Professional Services,S.i. Systems Ltd.,Edmonton,Alberta,T5J2Z2,Canada,100 to 199 employees,5580764,Agriculture and Agri-Food Canada,CSB ASSET MGNT&CAPTL PLANNING,OTTAWA,Ontario,K1A0C5,Canada
01B68-190962-001-ZM,2019-05-16T00:00:00Z,2019-06-30T00:00:00Z,D317B,"Information Retrieval Services, Database",Gartner Canada Co.,Ottawa,Ontario,K1Z8R9,Canada,50 to 99 employees,227672,Agriculture and Agri-Food Canada,CSB ASSET MGNT&CAPTL PLANNING,OTTAWA,Ontario,K1A0C5,Canada
01B68-191103-001-ZM,2019-05-02T00:00:00Z,2020-05-01T00:00:00Z,N7030,ADP Software,SAP Canada Inc.,Toronto,Ontario,M5K1B7,Canada,2500 to 4999 employees,1878832,Agriculture and Agri-Food Canada,CSB ASSET MGNT&CAPTL PLANNING,OTTAWA,Ontario,K1A0C5,Canada
01B68-200021-001-CZ,2019-04-11T00:00:00Z,2019-05-27T00:00:00Z,T003AF,Advertising Media Planning-Buying,Cossette Communication Inc.,Quebec,Quebec,G1K7R1,Canada,500 to 999 employees,9153,Agriculture and Agri-Food Canada,CSB ASSET MGNT&CAPTL PLANNING,OTTAWA,Ontario,K1A0C5,Canada
01B68-200021-002-CZ,2019-04-11T00:00:00Z,2019-05-27T00:00:00Z,T003AG,Advertising Related Services,Technologies AdGear Inc.,Montreal,Quebec,H2Y2H2,Canada,20 to 49 employees,0,Agriculture and Agri-Food Canada,CSB ASSET MGNT&CAPTL PLANNING,OTTAWA,Ontario,K1A0C5,Canada
01B68-200092-001-CZ,2019-05-22T00:00:00Z,2019-07-30T00:00:00Z,T003AF,Advertising Media Planning-Buying,Cossette Communication Inc.,Quebec,Quebec,G1K7R1,Canada,500 to 999 employees,28069,Agriculture and Agri-Food Canada,CSB ASSET MGNT&CAPTL PLANNING,OTTAWA,Ontario,K1A0C5,Canada
01B68-200092-002-CZ,2019-05-22T00:00:00Z,2019-07-30T00:00:00Z,T003AG,Advertising Related Services,Technologies AdGear Inc.,Montreal,Quebec,H2Y2H2,Canada,20 to 49 employees,25,Agriculture and Agri-Food Canada,CSB ASSET MGNT&CAPTL PLANNING,OTTAWA,Ontario,K1A0C5,Canada
01B68-200141-001-CY,2019-06-13T00:00:00Z,2020-01-31T00:00:00Z,T001B,Public Opinion Research - Qualitative,The Earnscliffe Strategy Group Inc.,Ottawa,Ontario,K1P5K6,Canada,10 to 19 employees,84931,Agriculture and Agri-Food Canada,CSB ASSET MGNT&CAPTL PLANNING,OTTAWA,Ontario,K1A0C5,Canada
01B68-200613-001-SI,2020-02-11T00:00:00Z,2020-12-10T00:00:00Z,AH215000,"Environmental Sciences: Air, Water Pollution and other (R&D)",SIRATI & PARTNERS CONSULTANTS LTD.,King City,Ontario,L7B1H5,Canada,50 to 99 employees,160319,Agriculture and Agri-Food Canada,CSB ASSET MGNT&CAPTL PLANNING,OTTAWA,Ontario,K1A0C5,Canada
01B68-200616-001-SI,2020-02-13T00:00:00Z,2020-12-23T00:00:00Z,AH215000,"Environmental Sciences: Air, Water Pollution and other (R&D)",Enns Brothers Ltd.,Oakbluff,Manitoba,R4G0B1,Canada,200 to 499 employees,166668,Agriculture and Agri-Food Canada,CSB ASSET MGNT&CAPTL PLANNING,OTTAWA,Ontario,K1A0C5,Canada
01B68-200828-001-CY,2020-01-09T00:00:00Z,2020-09-30T00:00:00Z,T001A,Public Opinion Research - Quantitative,The Earnscliffe Strategy Group Inc.,Ottawa,Ontario,K1P5K6,Canada,10 to 19 employees,74950,Agriculture and Agri-Food Canada,CSB ASSET MGNT&CAPTL PLANNING,OTTAWA,Ontario,K1A0C5,Canada
01B68-200842-001-CZ,2020-01-15T00:00:00Z,2020-03-31T00:00:00Z,T003AF,Advertising Media Planning-Buying,Cossette Media inc.,Québec,Quebec,G1K7R1,Canada,100 to 199 employees,55123,Agriculture and Agri-Food Canada,CSB ASSET MGNT&CAPTL PLANNING,OTTAWA,Ontario,K1A0C5,Canada
01B68-200849-001-CZ,2020-01-16T00:00:00Z,2020-03-31T00:00:00Z,T003AF,Advertising Media Planning-Buying,Cossette Media inc.,Québec,Quebec,G1K7R1,Canada,100 to 199 employees,28250,Agriculture and Agri-Food Canada,CSB ASSET MGNT&CAPTL PLANNING,OTTAWA,Ontario,K1A0C5,Canada
01B68-200850-001-CZ,2020-01-27T00:00:00Z,2020-03-31T00:00:00Z,T003AF,Advertising Media Planning-Buying,Cossette Media inc.,Québec,Quebec,G1K7R1,Canada,100 to 199 employees,27120,Agriculture and Agri-Food Canada,CSB ASSET MGNT&CAPTL PLANNING,OTTAWA,Ontario,K1A0C5,Canada
01B68-200852-001-CZ,2020-01-31T00:00:00Z,2020-03-31T00:00:00Z,T003AF,Advertising Media Planning-Buying,Cossette Media inc.,Québec,Quebec,G1K7R1,Canada,100 to 199 employees,55222,Agriculture and Agri-Food Canada,CSB ASSET MGNT&CAPTL PLANNING,OTTAWA,Ontario,K1A0C5,Canada
01B68-200889-001-CY,2020-01-30T00:00:00Z,2020-09-30T00:00:00Z,T001C,Public Opinion Research - Quantitative & Qualitative,Environics Research Group Limited,Toronto,Ontario,M4W3H1,Canada,50 to 99 employees,61611,Agriculture and Agri-Food Canada,CSB ASSET MGNT&CAPTL PLANNING,OTTAWA,Ontario,K1A0C5,Canada
